cod_cli;dat_ag;num_vac_ag;tipo_vac_ag;obs_ag;ok_ag;indice
3073;2022-09-24;"01        ";V8 - IMPORTADA;01 GATO IMPORTADA;"S         ";1464
4144;2022-10-04;"01        ";V8 - IMPORTADA;4 DOSE;"NF        ";1453
3069;2022-10-04;"01        ";V3 GATO - NACIONAL;2 DOSE;"NF        ";1454
4155;2022-10-07;"1         ";OUTROS...;APLICAÇÃO;"S         ";1460
3069;2022-10-07;"01        ";RAIVA GATO - NACIONAL;2 DOSE;"S         ";1470
4144;2022-10-07;"01        ";V8 - IMPORTADA;4 DOSE;"S         ";1471
4156;2022-10-07;"02        ";RAIVA GATO - NACIONAL;1 DOSE;"S         ";1473
2028;2022-10-10;"01        ";ANTICION;REFORÇO;"S         ";1339
3074;2022-10-15;"1         ";RAIVA CAO - NACIONAL;REFORCO;"S         ";98
3074;2022-10-15;"1         ";RAIVA CAO - NACIONAL;REFORCO;"S         ";100
4159;2022-10-17;"01        ";V12 - NACIONAL;REFORÇO AS 09:30;"S         ";1482
3077;2022-10-20;"1         ";RAIVA CAO - IMPORTADA;REFORCO;"NF        ";104
3079;2022-10-21;"3         ";RAIVA CAO - NACIONAL;REFORCO;"S         ";105
3070;2022-10-21;"01        ";V3 GATO - NACIONAL;LILICA;"S         ";1324
4144;2022-10-22;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";1489
4160;2022-10-24;"02        ";RAIVA CAO - IMPORTADA;REFORÇO;"NF        ";1492
2018;2022-10-28;"2         ";V8 - IMPORTADA;REFORCO ANUAL;"S         ";194
3069;2022-10-28;"01        ";V3 GATO - NACIONAL;3 DOSE;"NF        ";1479
4155;2022-11-01;"01        ";OUTROS...;APLICAÇÃO;"S         ";1484
4155;2022-11-01;"          ";;;"S         ";1485
4156;2022-11-01;"02        ";V3 GATO - NACIONAL;2 DOSE;"S         ";1486
3105;2022-11-03;"02        ";OUTROS...;VERMIFUGO;"NF        ";1415
3069;2022-11-04;"01        ";V3 GATO - NACIONAL;3 DOSE;"S         ";1497
3080;2022-11-05;"01        ";V8 - IMPORTADA;;"NF        ";115
4144;2022-11-05;"01        ";RAIVA CAO - IMPORTADA;;"S         ";1502
3102;2022-11-07;"01        ";V12 - NACIONAL;2 DOSE;"S         ";1490
3070;2022-11-08;"01        ";OUTROS...;VERMIFUGO;"NF        ";1458
3080;2022-11-08;"01        ";V8 - IMPORTADA;;"S         ";1514
4164;2022-11-08;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";1517
3105;2022-11-10;"02        ";OUTROS...;VERMIFUGO;"S         ";1507
3069;2022-11-10;"01        ";RAIVA GATO - NACIONAL;;"S         ";1511
3070;2022-11-11;"01        ";RAIVA GATO - NACIONAL;LILICA;"S         ";1325
3070;2022-11-11;"01        ";OUTROS...;VERMIFUGO;"S         ";1509
3080;2022-11-13;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"NF        ";257
3080;2022-11-14;"01        ";V8 - IMPORTADA;;"S         ";1512
4143;2022-11-15;"01        ";ANTICION;;"S         ";1389
3092;2022-11-16;"01        ";V8 - IMPORTADA;LIGAR;"S         ";126
3061;2022-11-17;"01        ";ANTICION;;"NF        ";1411
3082;2022-11-19;"01        ";V8 - IMPORTADA;01 RAIVA GATO NACIONAL;"S         ";1504
3105;2022-11-22;"1         ";OUTROS...;1,5 VERMIFUGO;"NF        ";1440
4156;2022-11-22;"02        ";V3 GATO - NACIONAL;3 DOSE;"S         ";1505
3105;2022-11-25;"01        ";OUTROS...;1,5 VEMIFUGO;"S         ";1523
3087;2022-11-27;"01        ";V8 - IMPORTADA;LIGAR;"S         ";124
3102;2022-11-28;"01        ";V12 - NACIONAL;3° DOSE;"S         ";1515
3087;2022-11-29;"02        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";1530
2026;2022-11-30;"01        ";RAIVA CAO - NACIONAL;N CASA 66;"NF        ";118
2026;2022-11-30;"          ";;;"NF        ";119
3075;2022-12-02;"01        ";V8 - IMPORTADA;REFORÇO;"NF        ";154
4156;2022-12-05;"02        ";RAIVA GATO - NACIONAL;;"NF        ";1537
3091;2022-12-06;"02        ";V8 - IMPORTADA;17:00;"NF        ";152
3091;2022-12-06;"02        ";V8 - IMPORTADA;17:00;"NF        ";224
3092;2022-12-07;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";1526
3094;2022-12-10;"01        ";RAIVA CAO - NACIONAL;LIGAR;"NF        ";133
3082;2022-12-10;"01        ";V8 - IMPORTADA;1 GATO DOENÇA;"NF        ";1528
3082;2022-12-14;"01        ";V3 GATO - NACIONAL;REFORÇO;"S         ";227
3096;2022-12-15;"01        ";V4 GATO - IMPORTADA;LIGAR;"S         ";131
4169;2022-12-15;"01        ";V12 - NACIONAL;1 DOSE;"NF        ";1562
4165;2022-12-16;"02        ";V8 - IMPORTADA;2° DOSE;"S         ";1533
3082;2022-12-17;"01        ";V8 - IMPORTADA;01 GATO NACIONAL;"S         ";1544
3102;2022-12-19;"01        ";V12 - NACIONAL;4° DOSE;"S         ";1534
2036;2022-12-20;"03        ";V8 - IMPORTADA;08:30;"S         ";134
3097;2022-12-20;"02        ";ANTICION;;"NF        ";1439
2022;2022-12-20;"01        ";V12 - NACIONAL;REFORÇO;"S         ";1450
4156;2022-12-20;"02        ";OUTROS...;VERMIFUGO;"NF        ";1468
4166;2022-12-20;"01        ";V12 - NACIONAL;2° DOSE;"S         ";1538
3070;2022-12-22;"01        ";V3 GATO - NACIONAL;PANDORA;"S         ";1326
3075;2022-12-23;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";155
3096;2022-12-23;"01        ";RAIVA GATO - NACIONAL;REFORÇO;"NF        ";156
2036;2022-12-27;"04        ";RAIVA CAO - IMPORTADA;;"S         ";157
2019;2022-12-27;"03        ";RAIVA CAO - NACIONAL;;"NF        ";230
4167;2022-12-30;"01        ";V8 - IMPORTADA;LIGA PARA RUTH PEGAR LEFONE REBECA;"S         ";1543
3096;2023-01-02;"01        ";RAIVA GATO - NACIONAL;REFORÇO;"S         ";1558
3091;2023-01-04;"02        ";V8 - IMPORTADA;REFORÇO;"NF        ";1540
4156;2023-01-05;"02        ";RAIVA GATO - NACIONAL;;"NF        ";1539
3102;2023-01-05;"01        ";RAIVA CAO - NACIONAL;;"S         ";1550
3092;2023-01-06;"01        ";V8 - IMPORTADA;1 DOSE CACAU;"NF        ";1542
4165;2023-01-07;"02        ";V8 - IMPORTADA;3 DOSE;"NF        ";1548
3101;2023-01-10;"02        ";V8 - IMPORTADA;REFORÇO;"S         ";165
3103;2023-01-10;"01        ";V8 - IMPORTADA;REFORÇO;"S         ";167
3102;2023-01-10;"02        ";V4 GATO - IMPORTADA;REFORÇO;"S         ";232
3106;2023-01-12;"02        ";V8 - IMPORTADA;REFORÇO;"NF        ";171
3070;2023-01-12;"01        ";RAIVA GATO - NACIONAL;REFORÇO;"S         ";172
3070;2023-01-12;"01        ";RAIVA GATO - NACIONAL;PANDORA;"S         ";1327
3075;2023-01-12;"01        ";V8 - IMPORTADA;;"NF        ";1552
4107;2023-01-13;"02        ";V12 - NACIONAL;REFORÇO;"NF        ";174
4166;2023-01-13;"01        ";V12 - NACIONAL;3 DOSE;"NF        ";1557
4165;2023-01-14;"02        ";V8 - IMPORTADA;;"S         ";1576
4169;2023-01-16;"01        ";V12 - NACIONAL;1 DOSE;"S         ";1563
4170;2023-01-16;"03        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";1577
3075;2023-01-16;"01        ";V8 - IMPORTADA;REFORÇO;"NF        ";1579
4166;2023-01-16;"02        ";V12 - NACIONAL;3 E 1 DOSE;"S         ";1580
3106;2023-01-17;"02        ";V8 - IMPORTADA;REFORÇO;"S         ";1575
3103;2023-01-18;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"S         ";177
3082;2023-01-20;"01        ";RAIVA GATO - NACIONAL;REFORÇO;"NF        ";195
3093;2023-01-20;"01        ";RAIVA GATO - NACIONAL;REFORÇO ANUAL;"NF        ";226
2028;2023-01-20;"01        ";ANTICION;REFORÇO;"NF        ";1481
4107;2023-01-21;"02        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";153
3088;2023-01-21;"01        ";ANTICION;;"S         ";1441
4167;2023-01-23;"01        ";V8 - IMPORTADA;4 DOSE BLO 4 APT 8;"S         ";1565
3091;2023-01-23;"02        ";V8 - IMPORTADA;REFORÇO;"NF        ";1567
4156;2023-01-23;"02        ";RAIVA GATO - NACIONAL;;"S         ";1568
4107;2023-01-26;"02        ";V12 - NACIONAL;REFORÇO;"S         ";1581
2019;2023-01-27;"03        ";V12 - NACIONAL;REFORÇO;"NF        ";1560
4167;2023-01-27;"01        ";RAIVA CAO - IMPORTADA;TIERES 991237275;"S         ";1595
4107;2023-01-30;"02        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";1592
3070;2023-02-01;"01        ";V3 GATO - NACIONAL;2 DOSE MAYA;"S         ";1572
3070;2023-02-01;"01        ";RAIVA GATO - NACIONAL;REFORÇO LILICA;"S         ";1573
3101;2023-02-02;"02        ";RAIVA CAO - IMPORTADA;;"NF        ";239
4107;2023-02-03;"02        ";RAIVA CAO - NACIONAL;REFORÇO;"S         ";1598
2018;2023-02-04;"02        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";241
4165;2023-02-04;"02        ";V8 - IMPORTADA;4 DOSE;"NF        ";1582
4166;2023-02-06;"02        ";V12 - NACIONAL;;"S         ";1584
4169;2023-02-07;"01        ";V12 - NACIONAL;2 DOSE LEVAR CARTEIRINHA;"S         ";1586
4113;2023-02-08;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";243
2030;2023-02-14;"02        ";V8 - IMPORTADA;REFORÇO;"S         ";249
4175;2023-02-15;"03        ";RAIVA CAO - IMPORTADA;TIGRAO BOBY E BRANCO;"S         ";1601
3100;2023-02-16;"01        ";RAIVA GATO - NACIONAL;REFORÇO;"NF        ";255
4177;2023-02-20;"01        ";V8 - IMPORTADA;1° DOSE;"S         ";1619
2030;2023-02-21;"02        ";RAIVA CAO - IMPORTADA;REFORÇO LEVAR 2 CARTEIRA;"S         ";250
2030;2023-02-21;"02        ";RAIVA CAO - IMPORTADA;;"S         ";258
4112;2023-02-22;"01        ";V8 - IMPORTADA;REFORÇO;"NF        ";265
3075;2023-02-23;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";1553
2035;2023-02-24;"01        ";V8 - IMPORTADA;;"NF        ";267
3070;2023-02-28;"01        ";V3 GATO - NACIONAL;3 DOSE;"S         ";1607
4169;2023-02-28;"02        ";V12 - NACIONAL;LEVAR CARTEIRA BRINQUEDO VAI TOMAR TAMBÉM;"S         ";1610
4112;2023-03-02;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";270
3093;2023-03-03;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";272
4113;2023-03-03;"01        ";V12 - NACIONAL;REFORÇO;"NF        ";273
3101;2023-03-03;"02        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";1603
3082;2023-03-04;"02        ";V3 GATO - NACIONAL;REFORÇO;"NF        ";1301
4166;2023-03-04;"01        ";V12 - NACIONAL;01 RAIVA;"S         ";1612
4118;2023-03-05;"02        ";RAIVA GATO - IMPORTADA;REFORÇO;"NF        ";275
3105;2023-03-06;"02        ";OUTROS...;VERMIFUGO;"S         ";1532
3099;2023-03-07;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"NF        ";280
4109;2023-03-07;"01        ";ANTICION;REFORÇO;"NF        ";1480
3070;2023-03-08;"01        ";RAIVA GATO - NACIONAL;;"S         ";1626
4119;2023-03-09;"01        ";V8 - IMPORTADA;REFORÇO;"NF        ";282
4108;2023-03-09;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";283
4178;2023-03-11;"01        ";V12 - NACIONAL;2° DOSE;"S         ";1620
4177;2023-03-13;"01        ";V8 - IMPORTADA;2° DOSE;"S         ";1622
4119;2023-03-14;"01        ";V8 - IMPORTADA;;"NF        ";2638
4119;2023-03-14;"01        ";V8 - IMPORTADA;;"NF        ";2640
4119;2023-03-15;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";290
3105;2023-03-16;"02        ";OUTROS...;VERMIFUGO;"S         ";1631
4118;2023-03-18;"02        ";V4 GATO - IMPORTADA;REFORÇO;"S         ";1630
3082;2023-03-20;"02        ";RAIVA GATO - NACIONAL;;"NF        ";1632
4119;2023-03-20;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";2642
4111;2023-03-21;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";1289
4119;2023-03-21;"01        ";RAIVA CAO - NACIONAL;;"NF        ";2639
